,Scene,Time,PedestrianId,X,Y,Yaw,Vx,Vy
0,0,0.0,1,17.37520442440645,22.38485587265295,-0.027596358304597432,1.4839837813666652,-0.04096294520943767
1,0,0.0,2,21.892596626140808,22.55805857693928,2.8191595782333856,-1.1214416030097885,0.3746644703819935
2,0,0.0,3,20.850528421071306,22.12274307675259,-0.994638243918958,0.5971556829057646,-0.919137882929794
3,0,0.0,4,22.406938436667673,13.261623490805595,1.6072088325352034,-0.04943309541054333,1.3569852738923334
4,0,0.0,5,22.771069528283935,14.81850798276997,-1.428698828356472,0.2500260856924916,-1.7476804869786593
5,0,0.0,6,7.17627309612632,12.70501362525698,-1.6156016662933366,-0.07190854053003125,-1.6038390999300192
6,0,50.0,1,17.43443345511469,22.38298770491117,-0.03153096751981519,1.4807257677059884,-0.0467041935443856
7,0,50.0,2,21.847331977188443,22.572574658189048,2.831260731984396,-1.1316162238092344,0.3629020312441882
8,0,50.0,3,20.873410575489935,22.08463221013765,-1.0300752044913408,0.5720538604656203,-0.9527716653735218
9,0,50.0,4,22.405340400129763,13.31614682305526,1.6000972729494483,-0.039950913447754303,1.3630833062416718
10,0,50.0,5,22.780463474595233,14.748205343969186,-1.437961662999012,0.2348486577823505,-1.7575659700196324
11,0,50.0,6,7.173402449154568,12.640859806191953,-1.6155128014880398,-0.07176617429380702,-1.603845476625701
12,0,100.0,1,17.49353893529759,22.380897971601296,-0.0353412760195739,1.4776370045725469,-0.05224333274692236
13,0,100.0,2,21.80169316931632,22.586674308789476,2.841954392878065,-1.1409701968031023,0.3524912650105829
14,0,100.0,3,20.89538693379865,22.045296163685855,-1.0613115328639755,0.5494089577179558,-0.983401161294832
15,0,100.0,4,22.40417343337781,13.370907777388654,1.5921033104358926,-0.029174168798768888,1.3690238583348444
16,0,100.0,5,22.78917526111629,14.677491886669396,-1.448215487375696,0.2177946630263516,-1.7678364324947835
17,0,100.0,6,7.170539564088488,12.576705640280744,-1.6153917256866457,-0.07157212665200348,-1.603854147780278
18,0,150.0,1,17.552529699021896,22.378596052560567,-0.039001895376172664,1.4747690931076245,-0.0575479760183387
19,0,150.0,2,21.75570779126352,22.600406166372057,2.8514083253434297,-1.149634451319859,0.3432964395645883
20,0,150.0,3,20.916550419407887,22.004845026534714,-1.0887721778399235,0.5290871402308565,-1.011278428778591
21,0,150.0,4,22.403488340203268,13.425893043821938,1.5832552681710736,-0.017127329363539945,1.3746316608320577
22,0,150.0,5,22.79713243386043,14.606360670775855,-1.4593934171322096,0.19892931860354626,-1.7782803973385377
23,0,150.0,6,7.167686260911148,12.51255104749392,-1.615242487756756,-0.07133257943350546,-1.6038648196705532
24,0,200.0,1,17.61141651428884,22.376092753261403,-0.042484773629635014,1.4721703816736875,-0.06258248247890845
25,0,200.0,2,21.70939845375425,22.61381352767029,2.8597804454082256,-1.1577334377318718,0.3351840324558627
26,0,200.0,3,20.936989077710507,21.963379301880913,-1.1128409339241163,0.5109664575654576,-1.0366431163450114
27,0,200.0,4,22.403329748733338,13.481082949092116,1.5736698999048793,-0.0039647867481939075,1.3797476317544703
28,0,200.0,5,22.80427037600061,14.534812814183613,-1.471360879032695,0.1784485535044355,-1.788696414805924
29,0,200.0,6,7.164844126815456,12.448395958931538,-1.6150684623660323,-0.07105335239227878,-1.6038772140595148
30,0,250.0,1,17.67021193198314,22.373400370225138,-0.045760436094154734,1.469885442357412,-0.06730957590659961
31,0,250.0,2,21.662783136783904,22.62693456932611,2.86721679371205,-1.1653829242585998,0.3280260413954907
32,0,250.0,3,20.95678641308729,21.92099025884653,-1.1338634030729535,0.494933384419604,-1.0597260758594895
33,0,250.0,4,22.403729121229773,13.536452857865553,1.5635837212431487,0.0099843124108164,1.3842477193359035
34,0,250.0,5,22.8105393459512,14.462856332724545,-1.4838940453729486,0.15672424876485,-1.7989120364768358
35,0,250.0,6,7.162014529740389,12.384240316194072,-1.6148729380197515,-0.07073992687664217,-1.6038910684366876
36,0,300.0,1,17.728930119051547,22.370532715049748,-0.04879882973920103,1.4679546767100748,-0.07169137938473161
37,0,300.0,2,21.615875568969717,22.639802599230947,2.8738518484151263,-1.1726891953548613,0.3217007476209664
38,0,300.0,3,20.97602164816713,21.877760264896718,-1.1521490054463601,0.4808808769960213,-1.0807498487452951
39,0,300.0,4,22.40469678736061,13.591975354455291,1.55336973332275,0.02419165327091493,1.3880624147434653
40,0,300.0,5,22.81591249556993,14.390504152064352,-1.4966685895015206,0.13432874046824944,-1.8088045165047848
41,0,300.0,6,7.159198631016662,12.32008407075341,-1.6146594541893775,-0.07039746809317862,-1.603906136016557
42,0,350.0,1,17.787586678768164,22.367505114385878,-0.05156995333739438,1.4664139929154745,-0.07569001659693579
43,0,350.0,2,21.568685615399083,22.65244629711813,2.8798092996564297,-1.1797488392657154,0.3160924471795595
44,0,350.0,3,20.994769942659676,21.83376318680902,-1.167972369161373,0.4687073623135363,-1.0999269521925752
45,0,350.0,4,22.406215943895017,13.647622848286245,1.5435034563056802,0.03797891336014388,1.3911873457738144
46,0,350.0,5,22.820391904696336,14.317771587900753,-1.5092866229397803,0.11198522816019296,-1.818314104089984
47,0,350.0,6,7.156397397174303,12.255927183331833,-1.6144308798703837,-0.07003084605896995,-1.6039221855394847
48,0,400.0,1,17.846198459762803,22.36433439956585,-0.05404420764030829,1.4652945248659666,-0.07926787050063569
