,Time,Scene,PedestrianId,X,Y,Yaw,Vx,Vy
0,0.0,0,11,11.880351753772043,8.860903069619068,2.8162966348154854,-0.4510604899154757,0.15213251646455053
1,0.0,0,12,22.74313763775732,6.274215621648343,-0.17124348083809193,0.7425593425564352,-0.1284161464989779
2,0.0,0,17,22.131563401260994,7.6064979744066,0.1691877469861297,0.899805939208664,0.15370552687018255
3,0.0,0,19,7.860079496836438,8.355277259914248,-2.902849157791623,-0.899608736326254,-0.21895159600622957
4,0.0,0,20,14.108951211822657,6.662454776418174,0.05173263658185274,0.6574076947296833,0.03403980529784913
5,0.0,0,21,17.38567480006809,7.151926893033612,-0.043549278779975324,0.7962688430069089,-0.03469887253146988
6,0.0,0,23,12.392173572750934,8.155602858268356,3.0143907915250043,-0.655190824501947,0.08379391843182124
7,0.0,0,24,12.838041419077904,6.611854635167934,-0.06690363538339737,0.8250975088244976,-0.05528453381251567
8,0.0,0,25,11.456205445267935,6.989677123986616,-0.3929512798532865,0.6864524894815558,-0.2845407773615586
9,0.0,0,26,13.31581546040747,5.451487759666362,-3.0505245965650607,-1.281888322953153,-0.11706287402279876
10,0.0,0,27,18.066681306288576,8.433758460167146,3.0968002988111185,-0.7465957043552962,0.033464162990580776
11,0.0,0,28,9.64043068156226,6.377452132019087,-0.002637844612942958,0.9673687522321637,-0.00255177437041377
12,0.0,0,29,10.919130359404235,7.778561404693623,-0.112521192936248,1.0342726563236038,-0.11687124628964973
13,0.0,0,30,19.625649679963445,5.6170544795020065,3.1070911985221983,-1.146985583859778,0.03958838084641016
14,0.0,0,31,19.864647981293185,8.43549653862843,-3.061338893219062,-1.1304060648905983,-0.09091460484866672
15,0.0,0,32,5.037661044427366,6.000927533256192,0.023814409583887825,0.3642639165891719,0.008676370367009547
16,0.0,0,33,5.017784831635841,7.999693969528761,-0.013003765062942261,0.17069019427388862,-0.0022197403041084108
17,0.0,0,34,24.965964115646152,6.002302012047041,3.070012481708367,-0.32672079002048915,0.02342675469888054
18,0.0,0,35,24.975054714975155,7.99863776062046,-3.0854980261877274,-0.23937510370926676,-0.013441758855485198
0,200.0,0,11,11.789452861530664,8.889191589297946,2.8552034154312227,-0.4566366326285144,0.13447250228324373
1,200.0,0,12,22.88598720482076,6.242649941180181,-0.2504029667856783,0.6939774814751721,-0.17749945697990202
2,200.0,0,17,22.3101973511764,7.6405222072601235,0.20118734959203063,0.8865743613657582,0.18081371412793876
3,200.0,0,19,7.680255274815033,8.31108868174513,-2.8989896865243683,-0.8987570009694713,-0.22242197075953737
4,200.0,0,20,14.240433368326505,6.669250655052046,0.052187269616546225,0.6573921511700432,0.034338681024975004
5,200.0,0,21,17.545360252577485,7.1456810317472454,-0.03611834886300928,0.8008520235020751,-0.028938037429098406
6,200.0,0,23,12.261864699766612,8.175503881324028,2.978022919774982,-0.65250310326488,0.10769191082343792
7,200.0,0,24,13.00169571758399,6.59804324261316,-0.09529564393793746,0.813128952473578,-0.0777230641378374
8,200.0,0,25,11.594120336507757,6.934303168582299,-0.3761578687785938,0.6911338811970871,-0.27297331840016187
9,200.0,0,26,13.059206130075328,5.430802413223175,-3.067292268498988,-1.2836709025236106,-0.0955531423467775
10,200.0,0,27,17.917381509791582,8.440869329058462,3.093824458261082,-0.746492814704984,0.03568576130995807
11,200.0,0,28,9.83121301277167,6.378175763904216,0.008064614524854186,0.946064471925618,0.007629810691685204
12,200.0,0,29,11.126527977962951,7.749589204373905,-0.15215537325558165,1.0422868433300994,-0.15982483348033735
13,200.0,0,30,19.396195493983132,5.623033675122085,3.120621719186931,-1.1474162283359306,0.024065918464577087
14,200.0,0,31,19.638614868927558,8.416749396194067,-3.0575716857932456,-1.130017766095365,-0.09516924162177352
15,200.0,0,32,5.1549807796425595,6.003319291592899,0.018684055599471082,0.7023605888727565,0.013124471553387192
16,200.0,0,33,5.071482774545271,8.000054016342258,0.017727776988444525,0.3174727227191861,0.005628675289544839
17,200.0,0,34,24.864392470912918,6.011539110236757,3.040169769744208,-0.5963335893822651,0.06069011355242001
18,200.0,0,35,24.899942595644145,7.993735804870622,-3.070742334724765,-0.4434829568783089,-0.031473589908154874
0,400.0,0,11,11.697447047744,8.91363859338133,2.8976611922422957,-0.46193280180409263,0.11496936438045846
1,400.0,0,17,22.483844636677656,7.680673229361234,0.244287979948216,0.8552966685839783,0.21319661519549496
2,400.0,0,19,7.500718837010039,8.265747058848524,-2.890510484111096,-0.8968387539416197,-0.23003462629925486
3,400.0,0,20,14.371896321048983,6.6764069695679105,0.05597616766781934,0.6572573270471882,0.03682922042750106
4,400.0,0,21,17.707026372330063,7.1406293720048994,-0.028604050171740412,0.8138065748947697,-0.02328451484361974
5,400.0,0,23,12.127727311486002,8.197944238977831,2.9824084933195767,-0.6880385179914816,0.1104594126506678
6,400.0,0,24,13.16222411625661,6.57974097653568,-0.12413448187887575,0.7961383528753826,-0.09933899732591854
7,400.0,0,25,11.732609255597287,6.880377297812614,-0.37004531473111124,0.6927895234818937,-0.26874365192628474
