,Time,Scene,PedestrianId,X,Y,Yaw,Vx,Vy
0,0.0,0,0,7.460008012320792,18.700230420447912,1.6325016032350634,-0.05877040883809905,0.9512282098698062
1,0.0,0,1,21.29173445208655,6.911036400911931,-0.06106207477437347,1.1757200935311751,-0.07188126876102996
2,0.0,0,2,22.775977801436287,9.905016874512654,-1.6295761451952533,-0.05925413265789537,-1.006908088708478
3,0.0,0,3,9.922087301228311,23.086420919597494,-3.1344607479428634,-1.008711937743057,-0.007194160340106817
4,0.0,0,4,20.720418736394887,22.262360542403524,-0.24674369533583163,0.6311858285645645,-0.15898067319034243
5,0.0,0,5,10.632573378294262,6.8096677718844205,-0.022457068594276187,1.5520244951497226,-0.03485978090536362
6,0.0,0,6,8.092418470458867,11.670808840356406,1.7597604805974831,-0.237704196308198,1.2429244551379546
7,0.0,0,7,23.146762608220268,19.584969928203407,1.5687828139530082,0.0019465845900923046,0.9667591479722204
8,0.0,0,8,22.171690030259327,16.575623736028714,-1.383466492468583,0.15296311945880325,-0.8069704195140941
9,0.0,0,9,7.990784633540407,21.276706537569726,-1.6084485320180781,-0.026699804534760577,-0.7087814869837694
10,0.0,0,10,22.109815891963517,10.669861565741236,1.4660904887888047,0.08351635134192002,0.7947113965758387
11,0.0,0,11,9.768735518681645,7.597733838401057,-2.5916012643778763,-0.40582518851459687,-0.24880873074656693
12,0.0,0,12,9.703807509213762,8.684313157339798,-0.30114721855874155,0.7328621907235042,-0.2276223728519674
13,0.0,0,13,12.345093965191639,22.00762875664129,0.16053842574950036,0.9397419209628118,0.15217424828441595
14,0.0,0,14,16.749811187273085,22.99321512589373,-3.0769296075706642,-0.9787781654060863,-0.06337913811717669
15,0.0,0,15,14.191892295850508,7.685782025710952,-3.126310368099153,-1.0974410266280321,-0.01677271284431124
16,0.0,0,16,19.21335691827851,23.01801151496958,-3.132784717540353,-1.3645468927324578,-0.012019152583491613
17,0.0,0,17,7.727960932765824,7.910989438464775,-0.12020098637959373,0.8091393245368924,-0.09773047792892944
18,0.0,0,18,8.601346485369428,9.10024481470085,1.8965875641430165,-0.4208756586329028,1.2458243161295748
19,0.0,0,19,21.230421640755797,21.427571751774906,-1.2539883888613728,0.288440930494869,-0.879794015371467
0,200.0,0,0,7.445740493016049,18.887940741103332,1.6568223884564213,-0.08020582399766743,0.930042254822777
1,200.0,0,1,21.526694187519112,6.893953118787601,-0.07947709441856245,1.174197128047023,-0.09351876612623695
2,200.0,0,2,22.75722214341859,9.704181066597942,-1.68244978701164,-0.11238542099290863,-1.0023694271534056
3,200.0,0,3,9.720343855934443,23.08514152895898,-3.13581278171465,-1.0087207425276226,-0.0058303415743362385
4,200.0,0,4,20.82533959963303,22.19261523794375,-0.7614999057642347,0.47074842893141,-0.44876937121027316
5,200.0,0,5,10.943012380284575,6.8044557684616915,-0.014980635700072955,1.5522417429418938,-0.023255307743246675
6,200.0,0,6,8.046289326486063,11.919658843240718,1.750991922345786,-0.2267965422865882,1.2449609690786918
7,200.0,0,7,23.14898008753703,19.778307858682716,1.5540263945287163,0.016211758395098953,0.9666251694784689
8,200.0,0,8,22.20130233172734,16.414047555519694,-1.3932880612354188,0.14503015381577455,-0.8084338119905018
9,200.0,0,9,7.985320246512168,21.13688750295786,-1.6101102718739242,-0.02725410541780736,-0.6928855073078491
10,200.0,0,10,22.130230567988374,10.828363185630431,1.4310641780422975,0.11129524286458414,0.7912992820069409
11,200.0,0,11,9.689437257790502,7.545065258175479,-2.5372721347759732,-0.3917154950844662,-0.270478906828901
12,200.0,0,12,9.848658560822493,8.633616391864969,-0.35282428900462126,0.7201262244448458,-0.2651738223913242
13,200.0,0,13,12.533129139175191,22.03752139794575,0.15559620267684024,0.9404825201399332,0.14752799451983076
14,200.0,0,14,16.55397808517204,22.981814314093064,-3.087628949409107,-0.9794002448033557,-0.052903428086533213
15,200.0,0,15,13.973283561559338,7.685502921611506,3.1347002704919085,-1.089226049443316,0.0075074820941760795
16,200.0,0,16,18.94047605938614,23.013463394623656,-3.1211795391791033,-1.3643155237850193,-0.027853797835107552
17,200.0,0,17,7.887186394374057,7.8995942082314805,-0.042538079114510484,0.7869588043304874,-0.03349592180756059
18,200.0,0,18,8.51941879182157,9.350155972212075,1.883070655840024,-0.4039980305341056,1.2513992720207112
19,200.0,0,19,21.284091521624145,21.25035350545476,-1.2879097089759273,0.25843694682896867,-0.889070314644413
0,400.0,0,0,7.426099751885876,19.07072101760588,1.6913400361212496,-0.10950290812053651,0.904004086576765
1,400.0,0,1,21.733601052540838,6.9136037798563965,0.29967316321752213,0.9050496351446512,0.2796405839717102
2,400.0,0,2,22.729752704406973,9.504570601814393,-1.7217524280878271,-0.15112950406085995,-0.9935324784395114
3,400.0,0,3,9.518598165817403,23.084304719048827,-3.138818865532758,-1.0087337113274892,-0.002798020697109803
4,400.0,0,4,20.906624027181113,22.077311330916423,-1.0442624856760705,0.3737555735267396,-0.6429978364107387
5,400.0,0,5,11.253453643061313,6.79936923461287,-0.018321779110616106,1.5521553797532834,-0.028441430562842793
6,400.0,0,6,8.00215401474402,12.16887020084865,1.7428722006861543,-0.21668044052484883,1.2467614338021789
7,400.0,0,7,23.153522803422312,19.971606066833527,1.544073060042179,0.025831940137868728,0.9664159302537667
8,400.0,0,8,22.22943375623128,16.25220666369753,-1.4011854924647946,0.13864114704887212,-0.8095539551075606
9,400.0,0,9,7.980679784462733,21.00061988856236,-1.5983466703749667,-0.018576138228915778,-0.6740909797159752
10,400.0,0,10,22.15474643679738,10.986286166332848,1.4087262294688856,0.12894200944682524,0.7886159667346342
11,400.0,0,11,9.612170203872694,7.489634880908946,-2.5193723132601162,-0.38502109760592257,-0.2761626605510613
12,400.0,0,12,9.992023648925553,8.578824192725865,-0.36793949177561464,0.7160359591508411,-0.2760279703540003
13,400.0,0,13,12.721410276700976,22.065815282545792,0.14357336504569296,0.9421882106246503,0.13621033593572238
14,400.0,0,14,16.358021921126323,22.972780362672417,-3.100489658822619,-0.9799996074342978,-0.040303618358684075
15,400.0,0,15,13.757144664131394,7.689910314687692,3.113617754775872,-1.0754533101776802,0.030093548294035304
16,400.0,0,16,18.667634614864916,23.00692533852998,-3.116208994286183,-1.364160222231642,-0.034634817388691105
17,400.0,0,17,8.040893883806916,7.900352736626808,0.031084225575519864,0.756780997775243,0.02353153068410275
18,400.0,0,18,8.440318119917862,9.60097656615309,1.8719424378417926,-0.3900474593119134,1.255817473271384
19,400.0,0,19,21.33372777148424,21.071957747162582,-1.3047401055892172,0.24343764538286933,-0.8932937885593065
0,600.0,0,0,7.400199473810031,19.24828978387991,1.7306860741177439,-0.14168368293131503,0.8785694773805145
1,600.0,0,1,21.88255263455151,7.011873236948591,0.7340877626072566,0.6618558520980647,0.5971966115811232
2,600.0,0,2,22.669740604806233,9.335881536588552,-2.116894303203649,-0.4306750211426833,-0.7086393727529269
3,600.0,0,3,9.316850965566655,23.084426268306085,3.1386840612445894,-1.0087333249768486,0.0029340023011822265
4,600.0,0,4,20.973859163575575,21.931982650009168,-1.1790546412913363,0.31812593852075083,-0.7701085256981107
5,600.0,0,5,11.563848526995896,6.792007799916965,-0.02716878524519092,1.5518430186948176,-0.04217206655687123
6,600.0,0,6,7.96029865244911,12.418474350778595,1.7332511667636359,-0.20467546317099633,1.2487883891589662
7,600.0,0,7,23.159106722089433,20.16487761960722,1.541638293326967,0.028184858586123893,0.9663501710694835
8,600.0,0,8,22.256824299153795,16.09023843830842,-1.4039841811851868,0.13637491751986244,-0.8099387975376732
9,600.0,0,9,7.979690316324594,20.868201486723134,-1.5636779658232325,0.004664438497029216,-0.6552575419132909
10,600.0,0,10,22.18237828221008,11.14369488874689,1.390535879776694,0.14326508641001878,0.7861401273341266
11,600.0,0,11,9.535648145918401,7.436458955673583,-2.5415633982015597,-0.3800885330332521,-0.2600488803114333
12,600.0,0,12,10.135501244939423,8.524327309675165,-0.3585200664562278,0.7186041804400666,-0.2692711775680314
13,600.0,0,13,12.910217536008846,22.090325670996453,0.1189443413711,0.9452568530999478,0.11296619637478597
14,600.0,0,14,16.1619514439206,22.9667952518589,-3.1207839407504196,-0.9806156809302596,-0.020408295809871663
