,Time,Scene,PedestrianId,X,Y,Yaw,Vx,Vy
0,0.0,0,0,19.75791263823959,22.553157555584594,-0.05560442438549023,0.9667923787815093,-0.053813406186995295
1,0.0,0,1,8.990250388436877,23.16920273313861,3.0357738302711224,-1.1713266106263005,0.12441312780552274
2,0.0,0,2,7.615421327750374,14.242606503912842,1.6330182268373488,-0.06271963464250137,1.0066981666685952
3,0.0,0,3,7.8694808030994645,21.97569354352372,-1.7523667051045728,-0.1341515115274432,-0.7307030782506363
4,0.0,0,4,8.011458224269676,20.3246392612306,1.5708945582328149,-8.6080213681903e-05,0.876300044358071
5,0.0,0,5,14.574360812895433,23.113266619027666,3.1248513021423423,-1.5521983909093258,0.025988326764535934
6,0.0,0,6,7.042194148992893,20.588362261037787,1.620474380318206,-0.06182178997366522,1.2434248198696762
7,0.0,0,7,22.71723561714812,14.577302510360337,1.588884639922787,-0.017486124060759715,0.9666029561535965
8,0.0,0,8,11.371553957303831,21.862104063236288,0.14495554042193606,0.8127258022424896,0.11864124179484399
9,0.0,0,9,17.057204415273283,22.04106764914832,2.902035530017907,-0.7350726804374645,0.1795395578621897
0,200.0,0,0,19.951335098241263,22.543626250844767,-0.04596447216078921,0.9672662083902546,-0.04449121780527498
1,200.0,0,1,8.756117570235249,23.19530057081541,3.02922087146481,-1.1704861933240205,0.13208605668084178
2,200.0,0,2,7.603143419923752,14.443962525092338,1.6314588408373516,-0.061149727994225314,1.0067947467631284
3,200.0,0,3,7.844474676945371,21.839059127138402,-1.747485452395171,-0.11612243536676552,-0.6503597878672189
4,200.0,0,4,8.015625780235531,20.49083719179237,1.5194541249584166,0.04076974673523828,0.7933807992062188
5,200.0,0,5,14.264006710133534,23.122102298032047,3.1071781852513514,-1.5514967202971908,0.05341502388449505
6,200.0,0,6,7.071213088700348,20.783650727918545,1.2979139646898274,0.2361693298141404,0.8438725003464844
7,200.0,0,7,22.713539766252232,14.770619397353368,1.5902436413201537,-0.0187997222770962,0.9665782998918628
8,200.0,0,8,11.534417579819896,21.883509349257604,0.12155772223472684,0.8152790387390753,0.09959449220720276
